Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
Swiss Belhotel Tarakan,WSASIDKLN000015,"Jl. Mulawarman No. 15, Tarakan Tarakan",Tarakan,WSASIDTRK,WSASID,Indonesia,NONE,+62 551 21133 / 0811 5971 133,+62 551 36633,3.317475016,117.60993,4,,
De Jehan s Hotel,WSASIDKNN000001,"Jl. Sangkanhurip No.142, Panawuan, Cigandamekar, K",Kuningan,WSASIDKNN,WSASID,Indonesia,NONE,(0232) 615121,(0232) 615121,,,3,,
Grand Purnama by Cordela Hotel,WSASIDKNN000003,Jl. Siliwangi No. 91,Kuningan,WSASIDKNN,WSASID,Indonesia,NONE,+62 232 872272,+62 232 872255,-6.9798171,108.4773485,2,,
Horison Tirta Sanita Spa Resort,WSASIDKNN000004,Jl. Raya Panawuan No. 98 Cilimus,Kuningan,WSASIDKNN,WSASID,Indonesia,NONE,+62 232 613061 / +62 232 613071,+62 232 613079,,,3,,
Sangkan Resort Aqua Park,WSASIDKNN000006,Jl. Raya Bandorasa Wetan KM 12,Kuningan,WSASIDKNN,WSASID,Indonesia,NONE,+62 232 615168,+62 232 615169,,,3,,
Hotel 61 Medan,WSASIDKNO000001,Jl.Iskandar Muda No.145 Bandara Internasional Polonia,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4156161/087885866890,+62 61 4533661,3.58958,98.661176,3,,
Adimulia Hotel Medan,WSASIDKNO000002,"Jl. P. Diponegoro No. 8, Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 88817333,+62 61 88817518,3.585106,98.672435,4,,
Alpha Inn,WSASIDKNO000003,Jl. Gatot Subroto No. 148A,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4514006/4514007/+62.21.2922.2827,+62 61 4515005,3.593152,98.667757,3,,
Aryaduta Medan,WSASIDKNO000007,"Jl. Kapten Maulana Lubis No. 8 , Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4572999,+62 61 4571999,3.589874,98.674176,5,,
Citi Inn Sun Yat Sen Medan,WSASIDKNO000010,Jl. Sun Yat Sen No.77 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,(061) 7363479,(061) 7363479,3.58288,98.690741,3,,
Citi International Palang Merah,WSASIDKNO000011,"Jl. Palang Merah No. 112 A , Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 614 554787,+62 614 149981,3.584316,98.675997,2,,
D prima Hotel,WSASIDKNO000015,"Jl. Stasiun Kereta Api No 1, Medan Gedung Stasiun kereta api lantai 3",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+61 4561077,+61 4561077,3.590959,98.679747,2,,
Emerald Garden International,WSASIDKNO000020,Jl. K.L. Yos Sudarso No. 1 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 6611888,+62 61 6622888,3.602423,98.672741,4,,
Four Points by Sheraton Medan (formerly Grand Serela Hotel and Convention Medan),WSASIDKNO000021,"Jl. Gatot Subroto No.395, Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 80501111,+62 61 80501010,3.58977,98.65138,4,,
Gandhi Inn,WSASIDKNO000022,"Jl. Gandhi No. 125A, B / 137 -139 Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 7332330,+62 61 7332330,3.584536,98.693098,2,,
Garuda Plaza Medan,WSASIDKNO000024,Jl. Sisingamangaraja No.18 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 7361111 / 7361234,+62 61 7364411,3.578683,98.685983,4,,
Grand Aston City Hall Hotel and Serviced Residences Medan,WSASIDKNO000027,Jl. Balai Kota No.1 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4557000,+62 61 4558822/4553939,3.590157,98.676637,5,,
Grand Jamee Syariah,WSASIDKNO000029,Jl. Ring Road (Gagak Hitam) No. 92,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 8440788,+62 61 8440788,,,0,,
Grand Kanaya Hotel,WSASIDKNO000030,"Jl. Darussalam No. 12 , Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4149301,+62 61 4149254,3.588953,98.653039,3,,
Grand Mercure Maha Cipta Medan Angkasa (Ex Grand Angkasa),WSASIDKNO000032,Jalan Sutomo No.1 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4555888,+62 61 4550555,3.597859,98.682055,5,,
Grand Sakura,WSASIDKNO000033,Jl. Prof.HM Yamin SH 41 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4568222 / 4566777 / 4535902 / 4554655,+62 61 4567846 / 4529857,3.596505,98.685845,3,,
Cambridge Hotel Medan,WSASIDKNO000036,"Jl. S. Parman 217, Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4576999,+62 61 4570606,3.585098,98.667208,5,,
GranDhika Setiabudi Medan,WSASIDKNO000037,"Jl. Dr. Mansyur No. 169, Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 42081234,+62 61 42081555,3.567306,98.64295,4,,
Griya Hotel Medan,WSASIDKNO000038,JL. Tengku Amir Hamzah Blok A No.38-44,Medan,WSASIDKNO,WSASID,Indonesia,NONE,061 8459394/ 0823-0439-6333,+62 61 8459365,3.607131,98.645427,3,,
Hermes Palace Medan,WSASIDKNO000040,Jl.Pemuda No.22 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4515777,+62 62 4515999,3.581983,98.681737,4,,
Grand Inna Medan (Formerly Inna Dharma Deli),WSASIDKNO000043,Jl. Balaikota No. 2 Medan,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4157744 / 081361017996,+62 61 4557153,3.591128,98.676797,3,,
JW Marriott Medan,WSASIDKNO000045,Jalan Putri Hijau No. 10,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4553333,+62 61 4523333,3.596518,98.675873,5,,
Karibia Boutique Medan,WSASIDKNO000046,"Jln. Timor Blok J No. I-IV Medan, Indonesia",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+6261 4552933,+62 61 7871116,3.59077,98.682481,4,,
Kama Hotel Medan (Formerly Kesawan Hotel Medan),WSASIDKNO000047,Jl. J. A. Yani No. 97/99,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4536655 / 061-4516380, ,3.586042,98.679799,2,,
Madani Medan,WSASIDKNO000048,Jl. Sisingamangaraja / Amaliun No.1 North Sumatera,Medan,WSASIDKNO,WSASID,Indonesia,NONE,(62) 61 - 735 - 8000/ 081264407938,(62) 61 - 736 - 7779,3.567289452,98.69114578,4,,
Miyana Hotel,WSASIDKNO000051,Jl. H Anif No. 28,Medan,WSASIDKNO,WSASID,Indonesia,NONE,061 800 33 999,061 800 33 666,3.633834,98.708417,3,,
Orinko City Medan,WSASIDKNO000052,Jl. Sei Batang Hari No. 2-4,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 88816555,+62 61 4154030,3.585166,98.652803,3,,
Le Polonia Hotel and Convention Managed by Topotels,WSASIDKNO000059,Jl. Jendral Sudirman No. 14,Medan,WSASIDKNO,WSASID,Indonesia,NONE,(061) 4535111/ 0614142222,+62 61 4538870,3.57662,98.675038,4,,
Radisson Medan,WSASIDKNO000061,"Jl. H. Adam Malik No. 5 Medan, Sumatera Utara",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4563888,+62 61 4561978,3.59397,98.668468,4,,
Royal Suite Condotel,WSASIDKNO000065,Jl. Palang Merah No. 01,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 88814999,+62 61 88817111,3.583598,98.677749,4,,
Santika Premiere Dyandra Medan,WSASIDKNO000068,Jalan Kapten Maulana Lubis no. 7,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4511999,+62 61 4521999,3.588991,98.67261,4,,
Soechi International,WSASIDKNO000073,Jl. Cirebon No. 76 A,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 614561234,+6261 4572605,3.582834,98.684027,4,,
Sofyan Hotel Saka Medan,WSASIDKNO000074,Jl. Gagak Hitam No. 14,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 8468468,+62 61 8464242,3.588515,98.626491,3,,
Swiss Belinn Medan,WSASIDKNO000075,Jl. Surabaya No. 88,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 41077777,+62 61 4520505,3.583371,98.684874,3,,
The Batik Hotel Medan,WSASIDKNO000076,Jalan Iskandar Muda No. 15,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 88815555 / 0823 6634 7988,+62 61 88815555,3.573996,98.660495,3,,
The Crew Hotel Medan,WSASIDKNO000077,"Jln, Arteri Kuala Namu No. 09 Medan Sumatera Utara",Medan,WSASIDKNO,WSASID,Indonesia,NONE,(+62) 823 6521 1199,(+62) 823 6521 1199,3.597751,98.830556,3,,
Thongs Inn Kuala Namu,WSASIDKNO000078,Jl. Pasar V,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 80024131,+62 61 80024133,3.59317,98.861034,3,,
Travellers Suites Medan,WSASIDKNO000080,Jl. Listrik No. 15,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 4535888,+62 61 4534111,3.585591,98.674521,4,,
The KNO Kualanamu,WSASIDKNO000084,Jl. Arteri kualanamu No.19 Deli Serdang,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 823 6500 8880,0823 6500 8880,3.6354992,98.8791203,2,,
Wing Kualanamu,WSASIDKNO000085,"Jalan Bandara Kuala Namu, Medan Tembung",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 8011 0800,+62 61 8011 0803,3.598146,98.830734,3,,
Favehotel S Parman Medan,WSASIDKNO000087,"Jl. Mayjend Siswondo Parman No. 313A , Medan",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 8881 5929,+62 61 8881 5747,3.579553,98.667532,3,,
Prime Plaza Kualanamu,WSASIDKNO000088,"Jl. Arteri Kualanamu,Tumpatan Nibung, Batang Kuis,",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 794 5566,+62 61 794 5599,3.6151078,98.8363104,0,,
Saka Hotel Premier,WSASIDKNO000090,"Jalan Gajah Mada No.53, Babura, Medan Baru",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 61 42008999,+62 61 42008999,3.5841645,98.6572957,0,,
LJ Hotel,WSASIDKNO000091,Jalan Perintis Kemerdekaan No. 17A,Medan,WSASIDKNO,WSASID,Indonesia,NONE,061 - 42009999,061 - 42002429,,,3,,
Ibis Style Medan Pattimura,WSASIDKNO000108,"Jalan Kapten Pattimura No 442, Kelurahan Darat, Me",Medan,WSASIDKNO,WSASID,Indonesia,NONE,+62 (61) 888 123 00,+62 (61) 888 123 10,,,0,,
LJ Hotel Sriwijaya,WSASIDKNO000109,"Jl. Sriwijaya No.4, Petisah Hulu, Medan Baru, Kota",Medan,WSASIDKNO,WSASID,Indonesia,NONE,(061) 4578800,(061) 4578800,,,3,,
Pancur Gading Hotel & Resort,WSASIDKNO000110,Jalan Kuala Sememe No. 1,Medan,WSASIDKNO,WSASID,Indonesia,NONE,061 42672555,061 42672555,,,3,,
The Lively Hotel Kualanamu Medan,WSASIDKNO000120,Commercial & BizPark Hub Kualanamu No. 9 A38-40 Jl,Medan,WSASIDKNO,WSASID,Indonesia,NONE,+6261 80110789,+6261 80110789,,,2,,
My Studio Hotels Kualanamu Airport Medan,WSASIDKNO000121,Commercial & BizPark Hub Kualanamu No. 9 A38-40 Jl,Medan,WSASIDKNO,WSASID,Indonesia,NONE,6.2618E+11,6.2618E+11,,,2,,
Amaris Kupang,WSASIDKOE000001,"Jalan Bundaran PU No. 1, Tuak Daun Merah Oebobo, Kota Kupang, Nusa Tenggara Timur",Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 8585125,+62 380 8585126,,,2,,
Aston Kupang Hotel and Convention Center,WSASIDKOE000003,Jl. Timor Raya No.142,Kupang,WSASIDKOE,WSASID,Indonesia,NONE,0380 - 8586333/+62 380 8586199,+62 380 8586199,-10.15107136,123.6027105,4,,
Ima Hotel Kupang,WSASIDKOE000004,"Jl. Timor Raya No. 122 Kupang, NTT",Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 834445/6/7/9,+62 380 834400,-10.1435875,123.626951,0,,
Neo Eltari Kupang,WSASIDKOE000009,Jl. Piet A Tallo RT/RW. 035/012 Oesapa - Kelapa Lima Kupang NTT,Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 8800 333 / +62 811 3833 341,+62 380 8800 333,,,2.5,,
On The Rock,WSASIDKOE000010,Jl.Timor Raya No.2 Km.5 Kelapa Lima Nusa Tenggara Timur,Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 8586100 / 0380 8586060,+62 380 8586111,-10.14570201,123.6141193,3,,
Sasando International Hotel Kupang,WSASIDKOE000012,Jl. RA. Kartini No.1 Kupang,Kupang,WSASIDKOE,WSASID,Indonesia,NONE,0380 - 833334,0380 - 833338,-10.17935837,123.5969639,3,,
Sotis Hotel Kupang,WSASIDKOE000013,"Jl. Timor Raya KM 3, Pasir Panjang Kota Lama Kupang - Nusa Tenggara Timur",Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 822 871,+62 380 822 872,-10.150355,123.603775,4,,
Swiss Belinn Kristal Kupang,WSASIDKOE000014,Jl. Timor Raya No.59 Kupang,Kupang,WSASIDKOE,WSASID,Indonesia,NONE,+62 380 8430 300 - 01 - 02,+62 380 8430304,-10.26492475,123.5110474,3,,
Sahid T More Kupang,WSASIDKOE000016,"Jl. Piet A Tallo, Kupang NTT",Kupang,WSASIDKOE,WSASID,Indonesia,NONE,0380 - 881555,0380 - 881200,-10.15639738,123.656069,3,,
Bella Vita Hotel Kupang,WSASIDKOE000018,"Jl. Moch Hatta No.32, Fontein, Kec. Kota Raja, Kot",Kupang,WSASIDKOE,WSASID,Indonesia,NONE,0380-820034 / 0822 6623 9191,0380-820034 / 0822 6623 9191,,,2.5,,
Amaris Karawang,WSASIDKRG000001,JL. Arteri Tol Karawang Barat,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 267 8639838,+62 267 8639848,,,2,,
Batiqa Hotel and Apartments Karawang,WSASIDKRG000002,"Kawasan Industri Suryacipta Jl. Surya Utama C-1, K",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 21 30050400,+62 21 30050411,,,3,,
Brits Hotel Karawang,WSASIDKRG000003,"Jl. Tarumanegara Kav. 8, Arteri Tol Karawang Barat",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,62267 863 2255,62267 863 2266,,,4,,
Akshaya Hotel Karawang (Formerly Celecton Blue Karawang),WSASIDKRG000004,"Jl. Raya Teluk Jambe No 8, Sukakarya, Teluk Jambe",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 67 8403 555,+62 67 8403 556,6.331732,107.314218,4,,
Citra Grand Hotel Karawang,WSASIDKRG000005,"Dusun Badami RT. 006/002, Margakarya - Telukjambe Barat, Margakaya, Karawang Barat, Kabupaten Karawang, Jawa Barat 41361",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,(+62-267) 863 7638,(+62-267) 863 7639,,,4,,
Delonix Hotel Karawang,WSASIDKRG000006,Komplek Sedana Sukaluyu Teluk Jambe Karawang 41361,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,0267 644 370 / 0267 644 371,0267 644 372,-6.322744434,107.3375684,4,,
Grand Karawang Indah,WSASIDKRG000008,Jl. A. Yani No. 28,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,0267 - 410656,0267 - 401109,,,2.5,,
Mercure Karawang,WSASIDKRG000009,"Jl. Galuh Mas Raya, Teluk Jambe, West Karawang Indonesia",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 267 8638888,+62 267 8638000,,,4,,
PrimeBiz Hotel Karawang,WSASIDKRG000011,Blok C Kota Bukit Indah Karawang,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 264 8371010,+62 264 8371011,,,2.5,,
Resinda Karawang managed by Padma,WSASIDKRG000012,Jl. Resinda Raya No. 1 West Karawang,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 267 8622000,+62 267 8622000,,,4,,
Swiss Belinn Karawang,WSASIDKRG000014,Jl. Jendral Ahmad Yani Kav. 29,Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 267 864 1000,+62 267 864 1001,,,3,,
TreePark Serviced Apartment Karawang,WSASIDKRG000015,"Jl. Candi Dasa No. 8, Sedana Bukit Golf, Karawang",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,+62 267 8637293,+62 267 8637295,-6.344294,107.285682,4,,
Puri KIIC Golf View Hotel,WSASIDKRG000016,"Jl. Bedugul Golf No.18, Sukaluyu, Telukjambe Timur",Karawang,WSASIDKRG,WSASID,Indonesia,NONE,(0267) 642555,(0267) 642555,,,4,,
Grand Tjokro Klaten,WSASIDKTN000001,"Jl. Pemuda Selatan No.42 Klaten, Jawa Tengah",Klaten,WSASIDKTN,WSASID,Indonesia,Pre Payment,+62 272 333388,+62 272 333377,-7.711778409,110.5939794,3,,
Abadi Lubuk Linggau,WSASIDLBA000001,Jl. Yos Sudarso No. 90,Lubuk Linggau,WSASIDLBA,WSASID,Indonesia,NONE,0733 - 7329888,0733 - 7329660,,,3,,
Burza Lubuk Linggau,WSASIDLBA000002,Jl. Yos Sudarso 143 Watervang Lubuk Linggau,Lubuk Linggau,WSASIDLBA,WSASID,Indonesia,NONE,+62 733 3280088 / +62 82281641027,+62 733 3280028,-3.2778486,102.8963112,2,,
City Lubuk Linggau,WSASIDLBA000004,Jl. Yos Sudarso No. 345 RT.10 Lunuk Linggau Timur,Lubuk Linggau,WSASIDLBA,WSASID,Indonesia,NONE,+62 733 326628,+62 733 326629,,,2,,
Dafam Linggau,WSASIDLBA000007,"Jl. HM Soeharto KM.12, Lubuk Kupang, Lubuklinggau, Sumatra Selatan",Lubuk Linggau,WSASIDLBA,WSASID,Indonesia,NONE,+62 733 3281 888,+62 733 3281 777,-3.2714028,102.9499325,0,,
Lembongan Beach Club and Resort,WSASIDLBD000002,Jln. Pantai Jungut Batu Nusa Lembongan,Bali,WSASIDDPS,WSASID,Indonesia,NONE,+62 366 5596422,+62366 5596422,-8.669819,115.447901,5,,
D Nusa Beach Club and Resort,WSASIDLBD000009,"Light House Beach, Jungut Batu Village Lembongan, Indonesia",Bali,WSASIDDPS,WSASID,Indonesia,NONE,+62 361 4720750,62 81239438779,8.664968,115.450604,4,,
The Tamarind Resort Nusa Lembongan,WSASIDLBD000015,"Jalan Jungutbatu, Nusa Lembongan, Bali",Bali,WSASIDDPS,WSASID,Indonesia,NONE,62 366 5437888,6.23665E+11,-8.679932,115.447,5,,
Plataran Komodo Resort and Spa,WSASIDLBJ000002,"Waecicu Beach, Labuan Bajo","Flores, ID",WSASIDFRD,WSASID,Indonesia,NONE,+62 385 4101 9,+62 361 8446 029,8.4570857,119.8686243,5,,
The Jayakarta Suite Komodo Flores,WSASIDLBJ000003,Jl. Pantai Pede KM. 5 Labuan Bajo,Labuan Bajo,WSASIDLBJ,WSASID,Indonesia,NONE,+62 385 2443688,+62 385 2443699,-8.488714034,119.8806667,4,,
Sudamala Resort Seraya (Formerly Seraya Hotel and Resort),WSASIDLBJ000010,"Jalan Soekarno-Hatta No.77, Seraya Kecil, Labuan Bajo, Indonesia",Labuan Bajo,WSASIDLBJ,WSASID,Indonesia,NONE,+62 361 288555,+62 361288333,8.412089,119.866554,4,,
Rama Residence Padma Bali,WSASIDLGN000005,"Jalan Padma, legian Kuta",Bali,WSASIDDPS,WSASID,Indonesia,NONE,+62 361 750760,+62 361 763376,,,0,,
7Seas Cottages,WSASIDLOP000001,"Jl. Pantai Labuhan, South-East Gili Air North-West Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62361 8497094,+62361 8497094,-8.364325,116.085505,2,,
Anema Resort Gili Lombok,WSASIDLOP000005,"Jalan Pantai Sire, Tanjung North Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 852 3708 6062, ,-8.368855,116.114715,4,,
Arianz Hotel,WSASIDLOP000006,"Jl. Caturwarga 33 Mataram , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 647977,+62 370 647976,-8.584401,116.107291,2,,
Aruna Senggigi Resort and Convention,WSASIDLOP000007,"Jl. Raya Senggigi , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 370 - 693 - 101,(62) 370 - 693 - 400,-8.501305,116.051687,4,,
Aston Inn Mataram,WSASIDLOP000008,"Jl.Panca Usaha No.01 Mataram, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 7505000,+62 370 7505000,-8.588473,116.117972,3,,
Aston Sunset Beach Resort,WSASIDLOP000009,"Gili Trawangan Island , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 633686,+62 370 633626,-8.347439,116.02844,4,,
Bidari Hotel Lombok,WSASIDLOP000012,"Jl. Bangau No. 5, Mataram, Lombok, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 627710, ,-8.585487,116.121168,1,,
Coconut Resort Lombok,WSASIDLOP000018,"Jl. Raya Senggigi KM 5, Meninting Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 7506667,+62 370 7506636,-8.551938,116.074714,4,,
Crown Hotel Lombok,WSASIDLOP000020,"Jalan.Maktal No. 08, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 630222,+62 370 625182,-8.588443,116.122668,1,,
D Max Hotel and Convention Lombok,WSASIDLOP000021,"Jl. Bypass Bandara Internasional Lombok, km 2,",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 615 8888,+62 370 615 8888,-8.76179,116.25956,4,,
D Praya Lombok Hotel,WSASIDLOP000022,Jl. Penujak No. 88 Praya Barat Lombok Tengah NTB -,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(0370) 6158555,+62 370 6158200,-8.753648,116.250305,3,,
Favehotel Langko Mataram,WSASIDLOP000028,"Jl. Langko No. 21 - 23, Mataram , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 6170111,+62 370 6170222,-8.580641,116.097484,3,,
Gili Air Lagoon Resort,WSASIDLOP000033,"Gili Air Island, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 81703688999 / +62 81338980838,+62 81703688999,-8.363725,116.085859,3,,
Golden Palace Lombok,WSASIDLOP000041,"Jl Sriwijaya no 38 Cakranegara , Mataram",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 6170000,+62 370 6170001,-8.594626,116.122051,4,,
Lombok Astoria,WSASIDLOP000042,"Jl. Jend Sudirman No. 40 Rembiga , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 617 0999,+62 370 617 2345,-8.564575,116.120943,4,,
Grand Legi Mataram,WSASIDLOP000045,"Jl. Sriwijaya 81 , Mataram Matara",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(0370) 636282,(0370) 636281,-8.594912,116.114479,3.5,,
Griya Asri,WSASIDLOP000047,"Jl. Pendidikan No. 58, Kec. Mataram, Nusa Tenggara",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 638474,+62 370 649259,-8.580735,116.090565,3,,
Holiday Resort Lombok,WSASIDLOP000049,Senggigi Beach Lombok,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 - 370 - 693 - 444,+62 - 370 - 693 - 092,-8.474729,116.038338,4,,
Idoop Hotel by Prasanthi Lombok,WSASIDLOP000050,"Jl. Swaramahardika No. 83, Mataram",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 630883, ,-8.586901,116.117455,3,,
Jambuluwuk Oceano Gili Trawangan Resort,WSASIDLOP000052,"Gili Trawangan Island, Lombok - Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,087765888332/0370 6194854,0370 6194853,-8.339399,116.035897,5,,
Jayakarta Lombok,WSASIDLOP000053,"Jl. Raya Senggigi Km. 4 PO BOX 1112, MataramWest Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693045-8,+62 370 693043,-8.528945,116.069022,4,,
Jeeva Beloam Lombok,WSASIDLOP000054,"Jalan Pantai Beloam ,Tanjung Ringgit Sekaroh,Jerow Lombok timur",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693 035,+62 370 693 035,-8.877439518,116.5697479,4,,
Jeevaklui Resort Lombok,WSASIDLOP000055,"Jl. Klui Raya No. 1, Senggigi Lombok, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 (0) 821 50000 800,( 62 ) 370 - 693 - 036,-8.468456,116.038363,4,,
Katamaran Resort,WSASIDLOP000057,"Jalan Raya Mangsit, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62370 6197 888,+62370 6197 899,-8.47214,116.037938,5,,
Kebun Villas and Resort Lombok,WSASIDLOP000058,"Jl. Raya Senggigi km 8 , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 370 - 692 - 999,(62) 370 - 692 - 888,-8.492662,116.04506,4,,
Kila Senggigi Beach Lombok,WSASIDLOP000060,"Jalan Pantai Senggigi PO BOX 1001, Senggigi",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693210,+62 370 693200,-8.500561,116.045336,4,,
Living Asia Resort and Spa Lombok,WSASIDLOP000067,"Jl. Raya Senggigi, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693519,+62 370 693812,-8.457873,116.036726,4,,
Lombok Garden,WSASIDLOP000069,"Jl. Bung Karno No. 7 , Mataram - Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 636015,+62 370 636219,-8.590197,116.116789,3,,
Lombok Plaza Hotel,WSASIDLOP000072,"Jl. Pejanggik No. 8 , Mataram - Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 370 643 - 999,(62) 370 642 - 999,-8.586981,116.128731,3,,
Lombok Raya,WSASIDLOP000073,"Jl. Panca Usaha No. 11 , Mataram , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 37 - 063 - 2305,(62) 37 - 063 - 6478,-8.590088,116.117848,3,,
Mataram Square,WSASIDLOP000084,"Jl. R. Suprapto No. 21 A, Mataram",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 631919,+62 370 625039,-8.582186,116.086083,2,,
Natya Gili Trawangan,WSASIDLOP000088,"Jl. Gili Trawangan, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 6194862,+62 370 6194862,-8.357472,116.04149,3,,
Novotel Lombok Resort and Villas,WSASIDLOP000090,"Mandalika Resort Pantai Putri, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 6153333,+62 370 653555,-8.903297,116.297539,4,,
Hotel Ombak Sunset,WSASIDLOP000094,"Gili Trawangan, Dusun Gili Trawangan Indah, Gili Indah, Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83355",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(0370) 644333, ,-8.349924,116.029144,4,,
